0,65.144
1,146
2,18
3,29/30
4,395
5,1290
6,600
7,-1791/20
8,8.8
9,9
10,405
11,9523.80952
12,80
13,56
14,246
15,8172
16,16
17,47.8
18,322.5
19,10
20,2700
21,147
22,100
23,68
24,552
25,50
26,19
27,40
28,3.14
29,1950
30,3.6
31,80
32,9
33,720
34,60
35,29/20
36,251
37,9
38,29/60
39,72
40,400
41,24
42,72
43,500
44,4
45,-72
46,95
47,288
48,40
49,-280
50,656
51,210
52,7600
53,280
54,259
55,120
56,142
57,4875
58,1248
59,9
60,66
61,1201
62,1300
63,738
64,1176
65,7056
66,13198.8
67,50
68,3360
69,765
70,10
71,73.2
72,6600
73,5/8
74,200
75,3.8
76,1
77,13/20
78,24
79,194
80,3.3
81,170
82,464
83,196
84,260
85,125%
86,30
87,2
88,402
89,374
90,63/500
91,20
92,22
93,1735
94,-400
95,78.5
96,8
97,34
98,3
99,260
100,2115.2
101,-4997/15000
102,3486
103,14
104,5
105,20
106,5/9
107,200450
108,10.9
109,6
110,7/10
111,1200
112,560
113,651
114,1088
115,160
116,3015
117,623
118,192
119,124
120,0.94
121,2
122,25
123,69
124,10.125
125,90%
126,360
127,0.5
128,124
129,770
130,7/9
131,4191
132,10
133,9
134,11200
135,8
136,595
137,50
138,24
139,87
140,90
141,337
142,96
143,15
144,8126.72
145,356
146,20/3
147,8400
148,4800
149,9
150,2/9
151,494
152,100/7
153,490
154,8000
155,3/10
156,75
157,600
158,9
159,8700
160,30
161,5
162,57
163,235.5
164,42
165,1350
166,258
167,750
168,18
169,312
170,35/8
171,7
172,280
173,144
174,11/35
175,14
176,44
177,9
178,8
179,8
180,20
181,25.12
182,12
183,27
184,17/20
185,650
186,5000
187,10
188,312
189,14.90625
190,-782
191,-122.46
192,10395
193,880
194,3100
195,0.97895
196,704
197,28.26
198,450
199,272
200,450
201,114
202,18
203,7/20
204,50000
205,24
206,4/9
207,144
208,120
209,10
210,6
211,65.55
212,3081
213,3145.8
214,14
215,612500
216,625
217,17/4
218,63024
219,3200
220,1521
221,333
222,20
223,0
224,200
225,1872
226,-313
227,9
228,6/7
229,201.6
230,190
231,293
232,3300
233,207
234,684
235,3500
236,691
237,1710
238,11/18
239,3280
240,158364
241,539
242,1
243,5375
244,432
245,3/5
246,24
247,41/24
248,240
249,100
250,3.2
251,2
252,162
253,630
254,18/19
255,6000
256,1536
257,100
258,490
259,228
260,2700
261,2880/17
262,84
263,400/3
264,24/5
265,32
266,11/24
267,276
268,26
269,19
270,25000
271,123000
272,750
273,12
274,520
275,1585
276,289
277,5.4
278,32
279,750
280,251.2
281,8
282,6
283,736
284,64
285,18
286,240
287,579
288,0
289,2250
290,944
291,5
292,35
293,546
294,588
295,2940
296,4800
297,-23517/56
298,4
299,64
300,224
301,27/20
302,8
303,7
304,81
305,4531.02
306,72
307,20
308,50
309,
310,125.6
311,450
312,5
313,2/7
314,36
315,60
316,100
317,324
318,900
319,1/2
320,1.75
321,432
322,1/2
323,37/40
324,-1/5
325,-1
326,3450
327,71.25
328,890
329,192/5
330,12475
331,434000
332,16000
333,300
334,4/7
335,1344
336,81
337,486
338,6
339,10000
340,246/29
341,90
342,5101
343,1.28
344,60
345,210
346,48
347,22
348,425
349,12
350,32
351,600
352,465
353,1588
354,168
355,140
356,163.83333
357,50
358,25000
359,16
360,45216
361,125.6
362,45
363,9
364,48/5
365,540
366,11/35
367,32
368,-5/8
369,209
370,150
371,242
372,10
373,31
374,36
375,1350
376,591
377,9043.2
378,4429
379,30/11
380,70
381,74
382,2/5
383,6240
384,56375
385,91
386,6/5
387,3.14
388,600
389,13
390,30
391,1260
392,768
393,800
394,471000
395,1.06701
396,450
397,11
398,6592
399,13
400,1152
401,4272
402,864
403,12
404,685
405,32
406,1143
407,4/15
408,115/24
409,12.56
410,13
411,1
412,-1/4
413,800
414,10
415,516
416,55
417,8
418,1320
419,20
